Identifier,SMILES,Synthesis Procedure,Optical Measurements,Absorption Wavelength (nm),Emission Wavelength (nm),Photoluminescence Quantum Yield,Photoluminescence Lifetime (ns),Spectral Gain Factor (cm^2 s),Emission Gain Cross Section (cm^2)
A016B018C032,Cn1cnc2ccc(-c3ccc(-c4cc(C(F)(F)F)c(-c5ccc(-c6ccc7ncn(C)c7c6)nc5)cn4)cn3)cc21,First-Generation Conditions,Failed Synthesis,,,,,,
A017B014C034,COc1cc(-c2ccc3ccc(-c4cc(OC)cc(-c5ccc6c(ccn6C)c5)c4)cc3c2)cc(-c2ccc3c(ccn3C)c2)c1,First-Generation Conditions,Failed Synthesis,,,,,,
A012B016C009,CCn1c2ccccc2c2cc(-c3cc(Cl)cc(-c4c5ccccc5c(-c5c6ccccc6c(-c6cc(Cl)cc(-c7ccc8c(c7)c7ccccc7n8CC)c6)c6ccccc56)c5ccccc45)c3)ccc21,First-Generation Conditions,Failed Synthesis,,,,,,
A017B018C032,Cn1ccc2cc(-c3ccc(-c4cc(C(F)(F)F)c(-c5ccc(-c6ccc7c(ccn7C)c6)nc5)cn4)cn3)ccc21,First-Generation Conditions,Failed Synthesis,,,,,,
A002B026C039,c1ccc(N(c2ccccc2)c2ccc(-c3ncccc3-c3cccc(-c4cccc(-c5cccc(-c6cccnc6-c6ccc(N(c7ccccc7)c7ccccc7)cc6)n5)n4)n3)cc2)cc1,First-Generation Conditions,Poor Yield,,,,,,
A015B025C013,CN(C)c1ccc(-c2ccc(-c3cnc(-c4ccc(-c5ccc(N(C)C)c6ccccc56)s4)c4nsnc34)s2)c2ccccc12,First-Generation Conditions,Failed Synthesis,,,,,,
A012B015C011,CCn1c2ccccc2c2cc(-c3c(-c4cc5sc(-c6sc7ccccc7c6-c6ccc7c(c6)c6ccccc6n7CC)cc5s4)sc4ccccc34)ccc21,First-Generation Conditions,Failed Synthesis,,,,,,
A016B018C034,Cn1cnc2ccc(-c3ccc(-c4ccc5ccc(-c6ccc(-c7ccc8ncn(C)c8c7)nc6)cc5c4)cn3)cc21,First-Generation Conditions,Failed Synthesis,,,,,,
A004B018C039,CC(C)(C)OC(=O)N(c1ccccc1)c1ccc(-c2ccc(-c3cccc(-c4cccc(-c5cccc(-c6ccc(-c7ccc(N(C(=O)OC(C)(C)C)c8ccccc8)cc7)nc6)n5)n4)n3)cn2)cc1,First-Generation Conditions,Failed Synthesis,,,,,,
A004B024C030,CC(C)(C)OC(=O)N(c1ccccc1)c1ccc(-c2ccc3oc(-c4ccc(-c5cc6cc(-c7ccc(N(C(=O)OC(C)(C)C)c8ccccc8)cc7)ccc6o5)c(C(=O)O)c4)cc3c2)cc1,First-Generation Conditions,Failed Synthesis,,,,,,
A014B022C022,CN(C)c1ccc(-c2ccc(F)c(-c3ccc(-c4cc(-c5ccc(N(C)C)cc5)ccc4F)c([N+](=O)[O-])c3)c2)cc1,First-Generation Conditions,Failed Synthesis,,,,,,
A014B059C149,CN(C)c1ccc(-c2ccc3oc(-c4cc5c(c(-c6cc7cc(-c8ccc(N(C)C)cc8)ccc7o6)c4)NC(=O)C5=O)cc3c2)cc1,Second-Generation Conditions,Failed Synthesis,,,,,,
A040B064C143,c1ccc(-c2nc3ccccc3n2-c2ccc(-c3ccc(-c4ccc(-c5ccc(-c6ccc(-c7ccc(-c8ccc(-n9c(-c%10ccccc%10)nc%10ccccc%109)cc8)s7)s6)c6nsnc56)s4)s3)cc2)cc1,Second-Generation Conditions,Failed Synthesis,,,,,,
A015B062C143,CN(C)c1ccc(-c2cccc(-c3ccc(-c4cccc(-c5ccc(N(C)C)c6ccccc56)c4F)c4nsnc34)c2F)c2ccccc12,Second-Generation Conditions,Poor Emission,314.32814049141007,,,,,
A042B061C143,Cn1ccc2cc(-c3cnccc3-c3ccc(-c4ccncc4-c4ccc5c(ccn5C)c4)c4nsnc34)ccc21,Second-Generation Conditions,Failed Synthesis,,,,,,
A040B046C143,Fc1cc(-c2ccc(-n3c(-c4ccccc4)nc4ccccc43)cc2)cc(-c2ccc(-c3cc(F)cc(-c4ccc(-n5c(-c6ccccc6)nc6ccccc65)cc4)c3)c3nsnc23)c1,Second-Generation Conditions,Failed Synthesis,,,,,,
A038B040C095,CC(C)[Si](C(C)C)(C(C)C)n1cc(-c2cccnc2-c2ccc3c4ccccc4n(-c4ccccc4)c3c2)c(-c2cccnc2-c2ccc3c4ccccc4n(-c4ccccc4)c3c2)c1,Second-Generation Conditions,Poor Yield,,,,,,
A014B037C094,CN(C)c1ccc(-c2ccc(-c3ccc(-c4ccc(-c5ccc(N(C)C)cc5)cc4)o3)cc2)cc1,Second-Generation Conditions,Full Characterization,300.1890812457546,468.2766746835837,0.0911156766655221,1.0289388433273132,,2.479845333379548e-17
A042B065C149,Cn1ccc2cc(/C=C/c3cc(/C=C/c4ccc5c(ccn5C)c4)c4c(c3)C(=O)C(=O)N4)ccc21,Second-Generation Conditions,Failed Synthesis,,,,,,
A014B056C080,CN(C)c1ccc(-c2ccc(-c3nnc(-c4ccc(-c5ccc(N(C)C)cc5)s4)s3)s2)cc1,Second-Generation Conditions,Failed Synthesis,,,,,,
A014B062C150,COc1cc(-c2cccc(-c3ccc(N(C)C)cc3)c2F)c2ncccc2c1-c1cccc(-c2ccc(N(C)C)cc2)c1F,Second-Generation Conditions,Poor Yield,,,,,,
A040B040C109,CC(C)(C)OC(=O)n1nc(-c2cccnc2-c2ccc(-n3c(-c4ccccc4)nc4ccccc43)cc2)nc1-c1cccnc1-c1ccc(-n2c(-c3ccccc3)nc3ccccc32)cc1,Second-Generation Conditions,Failed Synthesis,,,,,,
A032B050C009,CCOC(=O)c1cc(-c2ccc3c(ccn3C(=O)OC(C)(C)C)c2)cc(-c2c3ccccc3c(-c3c4ccccc4c(-c4cc(C(=O)OCC)cc(-c5ccc6c(ccn6C(=O)OC(C)(C)C)c5)c4)c4ccccc34)c3ccccc23)c1,Second-Generation Conditions,Full Characterization,300.1890812457546,489.04519824466433,0.1031606048644517,2.4442667681710795,,1.0383947623962219e-17
A003B062C009,COc1ccc(N(c2ccc(OC)cc2)c2ccc(-c3cccc(-c4c5ccccc5c(-c5c6ccccc6c(-c6cccc(-c7ccc(N(c8ccc(OC)cc8)c8ccc(OC)cc8)cc7)c6F)c6ccccc56)c5ccccc45)c3F)cc2)cc1,Second-Generation Conditions,Poor Emission,300.1890812457546,,,,,
A014B034C143,Cc1cc(-c2ccc(N(C)C)cc2)ccc1-c1ccc(-c2ccc(-c3ccc(N(C)C)cc3)cc2C)c2nsnc12,Second-Generation Conditions,Poor Emission,304.11900195744096,,,,,
A003B055C004,COc1ccc(N(c2ccc(OC)cc2)c2ccc(-c3ccc(C(F)(F)F)cc3-c3c(F)c(F)c(-c4c(F)c(F)c(-c5cc(C(F)(F)F)ccc5-c5ccc(N(c6ccc(OC)cc6)c6ccc(OC)cc6)cc5)c(F)c4F)c(F)c3F)cc2)cc1,Second-Generation Conditions,Failed Synthesis,,,,,,
A018B046C095,Cc1ccc(N(c2ccc(C)cc2)c2ccc(-c3cc(F)cc(-c4cn([Si](C(C)C)(C(C)C)C(C)C)cc4-c4cc(F)cc(-c5ccc(N(c6ccc(C)cc6)c6ccc(C)cc6)cc5)c4)c3)cc2)cc1,Second-Generation Conditions,Failed Synthesis,,,,,,
A014B033C150,CCOc1c(-c2ccc(N(C)C)cc2)cc(Cl)cc1-c1c(OC)cc(-c2cc(Cl)cc(-c3ccc(N(C)C)cc3)c2OCC)c2ncccc12,Second-Generation Conditions,Poor Yield,,,,,,
A028B068C149,O=C1Nc2c(cc(-c3sc4ccccc4c3-c3ccc(N4c5ccccc5CCc5ccccc54)cc3)cc2-c2sc3ccccc3c2-c2ccc(N3c4ccccc4CCc4ccccc43)cc2)C1=O,Second-Generation Conditions,Failed Synthesis,,,,,,
A039B033C132,CCOc1c(-c2ccc3c(c2)c2ccccc2n3CC)cc(Cl)cc1-c1c(C)nn(C)c1-c1cc(Cl)cc(-c2ccc3c(c2)c2ccccc2n3CC)c1OCC,Second-Generation Conditions,Full Characterization,300.1890812457546,395.5513052313373,0.1104307711169812,1.52941607933348,,2.2008223823658366e-17
A041B068C143,Cn1cnc2ccc(-c3c(-c4ccc(-c5sc6ccccc6c5-c5ccc6ncn(C)c6c5)c5nsnc45)sc4ccccc34)cc21,Second-Generation Conditions,Failed Synthesis,,,,,,
A039B061C143,CCn1c2ccccc2c2cc(-c3cnccc3-c3ccc(-c4ccncc4-c4ccc5c(c4)c4ccccc4n5CC)c4nsnc34)ccc21,Second-Generation Conditions,Failed Synthesis,,,,,,
A039B067C143,CCn1c2ccccc2c2cc(-c3cc(-c4ccc(-c5cc(-c6ccc7c(c6)c6ccccc6n7CC)no5)c5nsnc45)on3)ccc21,Second-Generation Conditions,Failed Synthesis,,,,,,
A014B065C143,CN(C)c1ccc(C=Cc2ccc(C=Cc3ccc(N(C)C)cc3)c3nsnc23)cc1,Second-Generation Conditions,Failed Synthesis,,,,,,
A014B060C094,CN(C)c1ccc(-c2ccccc2-c2ccccc2-c2ccc(-c3ccccc3-c3ccccc3-c3ccc(N(C)C)cc3)o2)cc1,Second-Generation Conditions,Poor Yield,,,,,,
A041B040C102,Cn1cnc2ccc(-c3ncccc3-c3cc(OC(F)(F)F)cc(-c4cccnc4-c4ccc5ncn(C)c5c4)c3N)cc21,Second-Generation Conditions,Failed Synthesis,,,,,,
A014B060C157,CCOC(=O)c1cc(-c2ccccc2-c2ccccc2-c2ccc(N(C)C)cc2)oc1-c1ccccc1-c1ccccc1-c1ccc(N(C)C)cc1,Second-Generation Conditions,Failed Synthesis,,,,,,
A015B059C048,CN(C)c1ccc(-c2ccc3oc(-c4ccc(S(C)(=O)=O)cc4-c4cc5cc(-c6ccc(N(C)C)c7ccccc67)ccc5o4)cc3c2)c2ccccc12,Second-Generation Conditions,Poor Emission,323.7408649229655,,,,,
A039B067C133,CCn1c2ccccc2c2cc(-c3cc(-c4nnn(C)c4-c4cc(-c5ccc6c(c5)c5ccccc5n6CC)no4)on3)ccc21,Second-Generation Conditions,Full Characterization,300.1890812457546,411.07947055914326,0.3613667618878626,1.87867141512682,,4.9714346626761625e-17
A042B058C101,Cn1ccc2cc(-c3ccc(/C=C/c4sc(/C=C/c5ccc(-c6ccc7c(ccn7C)c6)cc5)c(C(=O)O)c4C(=O)O)cc3)ccc21,Second-Generation Conditions,Failed Synthesis,,,,,,
A015B058C064,CN(C)c1ccc(-c2ccc(/C=C/c3ccc(/C=C/c4ccc(-c5ccc(N(C)C)c6ccccc56)cc4)c(CC#N)c3)cc2)c2ccccc12,Second-Generation Conditions,Poor Emission,367.52609778903405,,,,,
A041B040C050,Cn1cnc2ccc(-c3ncccc3-c3cc(-c4cccnc4-c4ccc5ncn(C)c5c4)cc(C(F)(F)F)c3)cc21,Second-Generation Conditions,Failed Synthesis,,,,,,
A015B001C028,CN(C)c1ccc(-c2ccc(C=Cc3cc(F)c(C=Cc4ccc(-c5ccc(N(C)C)c6ccccc56)cc4)cc3F)cc2)c2ccccc12,First-Generation Conditions,Full Characterization,363.6261301001118,423.4807180055759,0.540331300925639,1.6049118970691734,,7.034397560123746e-17
A016B006C032,Cn1cnc2ccc(-c3ccoc3-c3cc(C(F)(F)F)c(-c4occc4-c4ccc5ncn(C)c5c4)cn3)cc21,First-Generation Conditions,Failed Synthesis,,,,,,
A015B002C031,CN(C)c1ccc(-c2ccsc2-c2ccc(-c3sccc3-c3ccc(N(C)C)c4ccccc34)nn2)c2ccccc12,First-Generation Conditions,Failed Synthesis,,,,,,
A002B017C027,c1ccc(N(c2ccccc2)c2ccc(-c3ccc(-c4ccc(-c5sc(-c6ccc(-c7ccc(-c8ccc(N(c9ccccc9)c9ccccc9)cc8)s7)s6)c6c5OCCO6)s4)s3)cc2)cc1,First-Generation Conditions,Failed Synthesis,,,,,,
A017B007C043,Cn1ncc(-c2ccc3c(ccn3C)c2)c1-c1cc(F)c(-c2c(-c3ccc4c(ccn4C)c3)cnn2C)c2nsnc12,First-Generation Conditions,Failed Synthesis,,,,,,
A002B023C037,c1ccc(N(c2ccccc2)c2ccc(-c3ccccc3-c3ccccc3-c3ccsc3-c3sccc3-c3ccccc3-c3ccccc3-c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2)cc1,First-Generation Conditions,Failed Synthesis,,,,,,
A002B024C034,c1ccc(N(c2ccccc2)c2ccc(-c3ccc4oc(-c5ccc6ccc(-c7cc8cc(-c9ccc(N(c%10ccccc%10)c%10ccccc%10)cc9)ccc8o7)cc6c5)cc4c3)cc2)cc1,First-Generation Conditions,Failed Synthesis,,,,,,
A002B018C039,c1ccc(N(c2ccccc2)c2ccc(-c3ccc(-c4cccc(-c5cccc(-c6cccc(-c7ccc(-c8ccc(N(c9ccccc9)c9ccccc9)cc8)nc7)n6)n5)n4)cn3)cc2)cc1,First-Generation Conditions,Failed Synthesis,,,,,,
A012B015C007,CCn1c2ccccc2c2cc(-c3c(-c4ccc5c(c4)[nH]c4cc(-c6sc7ccccc7c6-c6ccc7c(c6)c6ccccc6n7CC)ccc45)sc4ccccc34)ccc21,First-Generation Conditions,Failed Synthesis,,,,,,
A002B019C031,c1ccc(N(c2ccccc2)c2ccc(-c3ccc(-c4ccc(-c5ccc(-c6ccc(N(c7ccccc7)c7ccccc7)cc6)cn5)nn4)nc3)cc2)cc1,First-Generation Conditions,Failed Synthesis,,,,,,
A017B025C030,Cn1ccc2cc(-c3ccc(-c4ccc(-c5ccc(-c6ccc7c(ccn7C)c6)s5)c(C(=O)O)c4)s3)ccc21,First-Generation Conditions,Failed Synthesis,,,,,,
A017B006C017,Cc1cc(-c2ccc(-c3occc3-c3ccc4c(ccn4C)c3)cc2)c(C)cc1-c1ccc(-c2occc2-c2ccc3c(ccn3C)c2)cc1,First-Generation Conditions,Failed Synthesis,,,,,,
A015B006C039,CN(C)c1ccc(-c2ccoc2-c2cccc(-c3cccc(-c4cccc(-c5occc5-c5ccc(N(C)C)c6ccccc56)n4)n3)n2)c2ccccc12,First-Generation Conditions,Failed Synthesis,,,,,,
A001B015C027,c1ccc2c(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)c(-c3sc(-c4sc5ccccc5c4-c4ccc(-n5c6ccccc6c6ccccc65)cc4)c4c3OCCO4)sc2c1,First-Generation Conditions,Failed Synthesis,,,,,,
A016B007C013,Cn1ncc(-c2ccc3ncn(C)c3c2)c1-c1cnc(-c2c(-c3ccc4ncn(C)c4c3)cnn2C)c2nsnc12,First-Generation Conditions,Failed Synthesis,,,,,,
A017B002C005,Cn1ccc2cc(-c3ccsc3-c3ccc4c(c3)C(C)(C)c3cc(-c5sccc5-c5ccc6c(ccn6C)c5)ccc3-4)ccc21,First-Generation Conditions,Poor Yield,,,,,,
A015B038C099,CN(C)c1ccc(-c2ccccc2-c2cc(C(=O)O)c(-c3ccccc3-c3ccc(N(C)C)c4ccccc34)cc2C(=O)O)c2ccccc12,Second-Generation Conditions,Failed Synthesis,,,,,,
A020B063C132,COc1cc(-c2ccc(N3c4ccccc4Oc4ccccc43)cc2)cc(-c2c(C)nn(C)c2-c2cc(OC)cc(-c3ccc(N4c5ccccc5Oc5ccccc54)cc3)c2)c1,Second-Generation Conditions,Poor Emission,303.33316577424466,,,,,
A020B038C058,CCCCCCc1cc(-c2ccccc2-c2ccc(N3c4ccccc4Oc4ccccc43)cc2)c(CCCCCC)cc1-c1ccccc1-c1ccc(N2c3ccccc3Oc3ccccc32)cc1,Second-Generation Conditions,Poor Yield,,,,,,
A022B031C151,Cc1cc(-c2cc(-c3cc(C)c(-c4ccc(N5c6ccccc6Sc6ccc(C(F)(F)F)cc65)cc4)cc3C)c3nccn3c2)c(C)cc1-c1ccc(N2c3ccccc3Sc3ccc(C(F)(F)F)cc32)cc1,Second-Generation Conditions,Full Characterization,300.1890812457546,472.8965552730122,0.0217113699423492,1.4928478785896857,,3.950695919233217e-18
A003B054C086,CCCCCCc1cc(-c2cc(-c3ccc(N(c4ccc(OC)cc4)c4ccc(OC)cc4)cc3)cc(C)c2F)sc1-c1cc(-c2ccc(N(c3ccc(OC)cc3)c3ccc(OC)cc3)cc2)cc(C)c1F,Second-Generation Conditions,Full Characterization,372.2036191673243,495.9560751069644,0.3277636338624738,1.776773790523879,,5.789696994814744e-17
A021B044C108,N#Cc1c(-c2ccc(-c3ccc(N4c5ccccc5Sc5ccccc54)cc3)nc2)cccc1-c1ccc(-c2ccc(N3c4ccccc4Sc4ccccc43)cc2)nc1,Second-Generation Conditions,Poor Emission,,,,,,
A022B050C119,CCOC(=O)c1cc(-c2ccc(N3c4ccccc4Sc4ccc(C(F)(F)F)cc43)cc2)cc(-c2cc(N)cc(-c3cc(C(=O)OCC)cc(-c4ccc(N5c6ccccc6Sc6ccc(C(F)(F)F)cc65)cc4)c3)c2OC)c1,Second-Generation Conditions,Poor Yield,,,,,,
A015B044C008,CN(C)c1ccc(-c2ccc(-c3c4ccccc4c(-c4ccc(-c5ccc(N(C)C)c6ccccc56)nc4)c4ccccc34)cn2)c2ccccc12,Second-Generation Conditions,Full Characterization,374.5413817705088,654.0083704374396,0.0239594833328247,1.0138048506356143,,1.4342594464403342e-17
A015B037C098,CN(C)c1ccc(-c2ccc(-c3ccc(-c4ccc(-c5ccc(N(C)C)c6ccccc56)cc4)nc3)cc2)c2ccccc12,Second-Generation Conditions,Full Characterization,334.7089151831318,617.0623073018767,0.0606941409948789,1.1357715522458245,,2.4274095135964e-17
A042B059C062,Cn1ccc2cc(-c3ccc4oc(-c5cc(-c6cc7cc(-c8ccc9c(ccn9C)c8)ccc7o6)c(F)c(F)c5F)cc4c3)ccc21,Second-Generation Conditions,Full Characterization,300.1890812457546,431.221891001135,0.1615352842651692,2.072428168559824,,1.2651845337526979e-17
A021B041C009,c1ccc2c(c1)Sc1ccccc1N2c1ccc(-c2cc(-c3c4ccccc4c(-c4c5ccccc5c(-c5ccnc(-c6ccc(N7c8ccccc8Sc8ccccc87)cc6)c5)c5ccccc45)c4ccccc34)ccn2)cc1,Second-Generation Conditions,Poor Emission,398.6593034598111,,,,,
A032B064C074,Cc1cc(-c2ccc(-c3ccc(-c4ccc5c(ccn5C(=O)OC(C)(C)C)c4)s3)s2)cc(-c2ccc(-c3ccc(-c4ccc5c(ccn5C(=O)OC(C)(C)C)c4)s3)s2)c1O,Second-Generation Conditions,Full Characterization,379.9935736479559,469.8169303348829,0.1376663228908478,0.4754975182034995,,9.697257173862415e-17
A032B051C006,CC(C)(C)OC(=O)n1ccc2cc(-c3ccc(F)c(F)c3-c3ccc4c(c3)C(=O)c3cc(-c5c(-c6ccc7c(ccn7C(=O)OC(C)(C)C)c6)ccc(F)c5F)ccc3-4)ccc21,Second-Generation Conditions,Poor Emission,300.1890812457546,,,,,
A042B055C085,CCCCCCCCCCCCc1cc(-c2cc(C(F)(F)F)ccc2-c2ccc3c(ccn3C)c2)sc1-c1cc(C(F)(F)F)ccc1-c1ccc2c(ccn2C)c1,Second-Generation Conditions,Poor Emission,300.1890812457546,,,,,
A008B063C159,COC(=O)c1cc(-c2cc(OC)cc(-c3ccc4c(c3)c3ccccc3n4-c3ccccc3)c2)cnc1-c1cc(OC)cc(-c2ccc3c(c2)c2ccccc2n3-c2ccccc2)c1,Second-Generation Conditions,Poor Emission,300.1890812457546,,,,,
A040B061C159,COC(=O)c1cc(-c2ccncc2-c2ccc(-n3c(-c4ccccc4)nc4ccccc43)cc2)cnc1-c1ccncc1-c1ccc(-n2c(-c3ccccc3)nc3ccccc32)cc1,Second-Generation Conditions,Poor Yield,,,,,,
A002B068C149,O=C1Nc2c(cc(-c3sc4ccccc4c3-c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2-c2sc3ccccc3c2-c2ccc(N(c3ccccc3)c3ccccc3)cc2)C1=O,Second-Generation Conditions,Full Characterization,300.1890812457546,472.8965552730122,0.3380662980154916,1.943078967640792,,4.6986769604907954e-17
A032B042C146,CC(C)(C)OC(=O)n1ccc2cc(-c3ccc(C#N)c(-c4ccc(-c5ccc(-c6cc(-c7ccc8c(ccn8C(=O)OC(C)(C)C)c7)ccc6C#N)s5)s4)c3)ccc21,Second-Generation Conditions,Failed Synthesis,,,,,,
A008B038C021,FC(F)(F)c1cc(-c2ccccc2-c2ccc3c(c2)c2ccccc2n3-c2ccccc2)ccc1-c1ccccc1-c1ccc2c(c1)c1ccccc1n2-c1ccccc1,Second-Generation Conditions,Poor Yield,,,,,,
A026B060C120,COc1ccc2c3ccc(OC)cc3n(-c3ccc(-c4ccccc4-c4ccccc4-c4cc(-c5ccccc5-c5ccccc5-c5ccc(-n6c7cc(OC)ccc7c7ccc(OC)cc76)cc5)c(F)nc4N)cc3)c2c1,Second-Generation Conditions,Poor Emission,300.1890812457546,,,,,
A022B064C011,FC(F)(F)c1ccc2c(c1)N(c1ccc(-c3ccc(-c4ccc(-c5cc6sc(-c7ccc(-c8ccc(-c9ccc(N%10c%11ccccc%11Sc%11ccc(C(F)(F)F)cc%11%10)cc9)s8)s7)cc6s5)s4)s3)cc1)c1ccccc1S2,Second-Generation Conditions,Failed Synthesis,,,,,,
A026B048C154,COc1ccc2c3ccc(OC)cc3n(-c3ccc(-c4cccc(F)c4-c4cc(-c5c(F)cccc5-c5ccc(-n6c7cc(OC)ccc7c7ccc(OC)cc76)cc5)cc(N5CCC6(CC5)OCCO6)c4)cc3)c2c1,Second-Generation Conditions,Full Characterization,300.1890812457546,473.66627685141407,0.1817311113600894,1.1663604702941142,,3.1421629189732094e-17
A003B060C036,COc1ccc(N(c2ccc(OC)cc2)c2ccc(-c3ccccc3-c3ccccc3-c3cccc(-c4ccccc4-c4ccccc4-c4ccc(N(c5ccc(OC)cc5)c5ccc(OC)cc5)cc4)c3)cc2)cc1,Second-Generation Conditions,Failed Synthesis,,,,,,
A018B040C096,Cc1ccc(N(c2ccc(C)cc2)c2ccc(-c3ncccc3-c3cc(C(=O)O)c(-c4cccnc4-c4ccc(N(c5ccc(C)cc5)c5ccc(C)cc5)cc4)cn3)cc2)cc1,Second-Generation Conditions,Full Characterization,300.1890812457546,500.5600032634237,0.1440501436852318,2.58444119192113,,1.5375221829927946e-17
A042B034C142,Cc1cc(-c2ccc3c(ccn3C)c2)ccc1-c1ccc(-c2ccc(-c3ccc4c(ccn4C)c3)cc2C)c2[nH]ccc12,Second-Generation Conditions,Full Characterization,302.54725561201514,394.77412088646463,0.2405532667879243,1.3855535179001452,,3.816868380244259e-17
A034B032C117,Cc1c(-c2cnc(F)c(-c3cccc(-c4ccc5c6ccccc6n(-c6ccc(-c7ccccc7)cc6)c5c4)c3C)c2)cccc1-c1ccc2c3ccccc3n(-c3ccc(-c4ccccc4)cc3)c2c1,Second-Generation Conditions,Poor Yield,,,,,,
A039B062C062,CCn1c2ccccc2c2cc(-c3cccc(-c4cc(-c5cccc(-c6ccc7c(c6)c6ccccc6n7CC)c5F)c(F)c(F)c4F)c3F)ccc21,Second-Generation Conditions,Poor Yield,,,,,,
A035B031C029,Cc1cc(-c2ccc3c(c2)c2cc(-c4ccccc4)ccc2n3-c2ccccc2)c(C)cc1-c1ccc(-c2cc(C)c(-c3ccc4c(c3)c3cc(-c5ccccc5)ccc3n4-c3ccccc3)cc2C)c(C)c1,Second-Generation Conditions,Full Characterization,300.1890812457546,385.4421431325997,0.1049997504652224,1.3349760609515064,,3.307595700194494e-17
A002B055C034,FC(F)(F)c1ccc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)c(-c2ccc3ccc(-c4cc(C(F)(F)F)ccc4-c4ccc(N(c5ccccc5)c5ccccc5)cc4)cc3c2)c1,Second-Generation Conditions,Failed Synthesis,,,,,,
A001B050C067,CCOC(=O)c1cc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)cc(-c2cccc(OC)c2-c2cc(C(=O)OCC)cc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)c2)c1,Second-Generation Conditions,Failed Synthesis,,,,,,
A018B042C084,CCCCCCCCCCc1cc(-c2cc(-c3ccc(N(c4ccc(C)cc4)c4ccc(C)cc4)cc3)ccc2C#N)sc1-c1cc(-c2ccc(N(c3ccc(C)cc3)c3ccc(C)cc3)cc2)ccc1C#N,Second-Generation Conditions,Full Characterization,369.86519117833456,576.9008627782869,0.098181731691654,2.509926074857064,,1.5538996829337468e-17
A026B045C030,COc1ccc2c3ccc(OC)cc3n(-c3ccc(-c4cncc(-c5ccc(-c6cncc(-c7ccc(-n8c9cc(OC)ccc9c9ccc(OC)cc98)cc7)c6)c(C(=O)O)c5)c4)cc3)c2c1,Second-Generation Conditions,Full Characterization,308.8324655270056,516.6528182027554,0.0398325946712802,2.135472464297989,,5.196839977657722e-18
A001B032C107,Cc1c(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)cccc1-c1cccc(-c2cccc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)c2C)c1N,Second-Generation Conditions,Poor Yield,,,,,,
A035B033C157,CCOC(=O)c1cc(-c2cc(Cl)cc(-c3ccc4c(c3)c3cc(-c5ccccc5)ccc3n4-c3ccccc3)c2OCC)oc1-c1cc(Cl)cc(-c2ccc3c(c2)c2cc(-c4ccccc4)ccc2n3-c2ccccc2)c1OCC,Second-Generation Conditions,Full Characterization,300.1890812457546,444.3649274137839,0.3388887714464982,1.7588154321980014,,4.455468771583349e-17
A038B062C068,Fc1c(-c2ccc3c4ccccc4n(-c4ccccc4)c3c2)cccc1-c1sc2ccccc2c1-c1cccc(-c2ccc3c4ccccc4n(-c4ccccc4)c3c2)c1F,Second-Generation Conditions,Failed Synthesis,,,,,,
A041B044C145,Cn1cnc2ccc(-c3ccc(-c4ccc(/C=C/c5ccc(-c6ccc(-c7ccc8ncn(C)c8c7)nc6)cc5)cc4)cn3)cc21,Second-Generation Conditions,Failed Synthesis,,,,,,
A040B040C147,c1ccc(-c2nc3ccccc3n2-c2ccc(-c3ncccc3-c3cc4nsnc4cc3-c3cccnc3-c3ccc(-n4c(-c5ccccc5)nc5ccccc54)cc3)cc2)cc1,Second-Generation Conditions,Failed Synthesis,,,,,,
A034B038C024,c1ccc(-c2ccc(-n3c4ccccc4c4ccc(-c5ccccc5-c5ccc(-c6ccccc6-c6ccc7c8ccccc8n(-c8ccc(-c9ccccc9)cc8)c7c6)c6nccnc56)cc43)cc2)cc1,Second-Generation Conditions,Poor Emission,300.1890812457546,,,,,
A020B042C003,Cc1cc(-c2cc(-c3ccc(N4c5ccccc5Oc5ccccc54)cc3)ccc2C#N)c(C)cc1-c1cc(-c2ccc(N3c4ccccc4Oc4ccccc43)cc2)ccc1C#N,Second-Generation Conditions,Poor Emission,300.1890812457546,,,,,
A040B064C008,c1ccc(-c2nc3ccccc3n2-c2ccc(-c3ccc(-c4ccc(-c5c6ccccc6c(-c6ccc(-c7ccc(-c8ccc(-n9c(-c%10ccccc%10)nc%10ccccc%109)cc8)s7)s6)c6ccccc56)s4)s3)cc2)cc1,Second-Generation Conditions,Full Characterization,300.1890812457546,474.4359245684383,0.1535284685516915,0.5831647756053557,,9.152160011292285e-17
A029B052C097,COc1ccc2c3ccccc3n(-c3ccc(-c4cc(-c5cnc(-c6cc(-c7ccc(-n8c9ccccc9c9ccc(OC)cc98)cc7)c7ccccc7c6F)cn5)c(F)c5ccccc45)cc3)c2c1,Second-Generation Conditions,Poor Emission,300.1890812457546,,,,,
A041B045C111,Cn1cnc2ccc(-c3cncc(-c4cc(C(=O)O)c(N)c(-c5cncc(-c6ccc7ncn(C)c7c6)c5)c4F)c3)cc21,Second-Generation Conditions,Poor Yield,,,,,,
