Identifier,SMILES,Synthesis Procedure,Optical Measurements,Absorption Wavelength (nm),Emission Wavelength (nm),Photoluminescence Quantum Yield,Photoluminescence Lifetime (ns),Spectral Gain Factor (cm^2 s),Emission Gain Cross Section (cm^2)
A026B058C027,COc1ccc2c3ccc(OC)cc3n(-c3ccc(-c4ccc(/C=C/c5sc(/C=C/c6ccc(-c7ccc(-n8c9cc(OC)ccc9c9ccc(OC)cc98)cc7)cc6)c6c5OCCO6)cc4)cc3)c2c1,Second-Generation Conditions,Failed Synthesis,,,,,,
A021B035C108,COc1ccc(-c2ccc(N3c4ccccc4Sc4ccccc43)cc2)c(-c2cccc(-c3cc(OC)ccc3-c3ccc(N4c5ccccc5Sc5ccccc54)cc3)c2C#N)c1,Second-Generation Conditions,Poor Emission,300.1890812457546,,,,,
A022B044C094,FC(F)(F)c1ccc2c(c1)N(c1ccc(-c3ccc(-c4ccc(-c5ccc(-c6ccc(N7c8ccccc8Sc8ccc(C(F)(F)F)cc87)cc6)nc5)o4)cn3)cc1)c1ccccc1S2,Second-Generation Conditions,Full Characterization,335.49179264553453,535.0047380971388,0.0148746020690979,1.5908812911096806,,2.278164474155144e-18
A008B063C058,CCCCCCc1cc(-c2cc(OC)cc(-c3ccc4c(c3)c3ccccc3n4-c3ccccc3)c2)c(CCCCCC)cc1-c1cc(OC)cc(-c2ccc3c(c2)c2ccccc2n3-c2ccccc2)c1,Second-Generation Conditions,Failed Synthesis,,,,,,
A040B056C089,Cc1cc(-c2ccc(-c3ccc(-n4c(-c5ccccc5)nc5ccccc54)cc3)s2)cnc1-c1ccc(-c2ccc(-n3c(-c4ccccc4)nc4ccccc43)cc2)s1,Second-Generation Conditions,Failed Synthesis,,,,,,
A021B064C129,Cc1cc(-c2ccc(-c3ccc(-c4ccc(N5c6ccccc6Sc6ccccc65)cc4)s3)s2)nnc1-c1ccc(-c2ccc(-c3ccc(N4c5ccccc5Sc5ccccc54)cc3)s2)s1,Second-Generation Conditions,Full Characterization,300.1890812457546,474.4359245684383,0.1616319555238055,0.605915902517283,,9.919335675217372e-17
A038B048C030,O=C(O)c1cc(-c2c(F)cccc2-c2ccc3c4ccccc4n(-c4ccccc4)c3c2)ccc1-c1c(F)cccc1-c1ccc2c3ccccc3n(-c3ccccc3)c2c1,Second-Generation Conditions,Full Characterization,300.1890812457546,440.5015450408645,0.133585125569553,1.4259366869375936,,1.6684720686924538e-17
A002B046C032,Fc1cc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc(-c2cc(C(F)(F)F)c(-c3cc(F)cc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)c3)cn2)c1,Second-Generation Conditions,Full Characterization,300.1890812457546,529.656487319634,0.1274196151090297,2.8177009325868783,,1.1978750746459773e-17
A023B035C104,COc1ccc(-c2ccc(N3c4ccccc4Sc4ccc(OC)cc43)cc2)c(-c2cc(F)cc(-c3cc(OC)ccc3-c3ccc(N4c5ccccc5Sc5ccc(OC)cc54)cc3)c2O)c1,Second-Generation Conditions,Poor Emission,309.6177838720117,,,,,
A020B058C101,O=C(O)c1c(/C=C/c2ccc(-c3ccc(N4c5ccccc5Oc5ccccc54)cc3)cc2)sc(/C=C/c2ccc(-c3ccc(N4c5ccccc5Oc5ccccc54)cc3)cc2)c1C(=O)O,Second-Generation Conditions,Failed Synthesis,,,,,,
A042B039C109,Cn1ccc2cc(-c3cccc(-c4nc(-c5cccc(-c6ccc7c(ccn7C)c6)c5)n(C(=O)OC(C)(C)C)n4)c3)ccc21,Second-Generation Conditions,Full Characterization,300.1890812457546,465.1952769950271,0.1123379741330384,1.0196495304560946,,2.8610608720821175e-17
A035B031C119,COc1c(-c2cc(C)c(-c3ccc4c(c3)c3cc(-c5ccccc5)ccc3n4-c3ccccc3)cc2C)cc(N)cc1-c1cc(C)c(-c2ccc3c(c2)c2cc(-c4ccccc4)ccc2n3-c2ccccc2)cc1C,Second-Generation Conditions,Full Characterization,300.1890812457546,385.4421431325997,0.0478926666735086,1.3502765527594038,,1.2056775032750804e-17
A042B047C082,CCCCc1cc(-c2cc(-c3ccc4c(ccn4C)c3)cc(C(F)(F)F)c2)sc1-c1cc(-c2ccc3c(ccn3C)c2)cc(C(F)(F)F)c1,Second-Generation Conditions,Poor Emission,304.9047641621412,,,,,
A035B039C103,Nc1c(-c2cccc(-c3ccc4c(c3)c3cc(-c5ccccc5)ccc3n4-c3ccccc3)c2)cc(F)cc1-c1cccc(-c2ccc3c(c2)c2cc(-c4ccccc4)ccc2n3-c2ccccc2)c1,Second-Generation Conditions,Full Characterization,300.1890812457546,430.4481062196101,0.2467938282381852,2.121989612265522,,2.9358554634967786e-17
A034B037C010,c1ccc(-c2ccc(-n3c4ccccc4c4ccc(-c5ccc(-c6ccc7cc(-c8ccc(-c9ccc%10c%11ccccc%11n(-c%11ccc(-c%12ccccc%12)cc%11)c%10c9)cc8)ccc7c6)cc5)cc43)cc2)cc1,Second-Generation Conditions,Full Characterization,334.7089151831318,417.2824591014386,0.7752822357036184,1.246497623394409,,1.357424047438358e-16
A014B049C062,CN(C)c1ccc(-c2ccc(F)c(-c3cc(-c4cc(-c5ccc(N(C)C)cc5)ccc4F)c(F)c(F)c3F)c2)cc1,Second-Generation Conditions,Failed Synthesis,,,,,,
A023B035C001,COc1ccc(-c2ccc(N3c4ccccc4Sc4ccc(OC)cc43)cc2)c(-c2ccc(-c3ccc(-c4cc(OC)ccc4-c4ccc(N5c6ccccc6Sc6ccc(OC)cc65)cc4)cc3)cc2)c1,Second-Generation Conditions,Full Characterization,303.33316577424466,512.8241490360862,0.0234275214936945,1.5024096424037128,,3.454966909465652e-18
A032B058C035,CC(C)(C)OC(=O)n1ccc2cc(-c3ccc(/C=C/c4ccccc4-c4ccccc4/C=C/c4ccc(-c5ccc6c(ccn6C(=O)OC(C)(C)C)c5)cc4)cc3)ccc21,Second-Generation Conditions,Poor Emission,303.33316577424466,,,,,
A002B050C084,CCCCCCCCCCc1cc(-c2cc(C(=O)OCC)cc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)c2)sc1-c1cc(C(=O)OCC)cc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)c1,Second-Generation Conditions,Poor Emission,300.1890812457546,,,,,
A015B056C066,Cc1cnc(-c2ccc(-c3ccc(N(C)C)c4ccccc34)s2)c(-c2ccc(-c3ccc(N(C)C)c4ccccc34)s2)c1,Second-Generation Conditions,Poor Emission,300.1890812457546,,,,,
A034B040C108,N#Cc1c(-c2cccnc2-c2ccc3c4ccccc4n(-c4ccc(-c5ccccc5)cc4)c3c2)cccc1-c1cccnc1-c1ccc2c3ccccc3n(-c3ccc(-c4ccccc4)cc3)c2c1,Second-Generation Conditions,Failed Synthesis,,,,,,
A040B049C148,O=c1[nH]cnc2[nH]c(-c3cc(-c4ccc(-n5c(-c6ccccc6)nc6ccccc65)cc4)ccc3F)c(-c3cc(-c4ccc(-n5c(-c6ccccc6)nc6ccccc65)cc4)ccc3F)c12,Second-Generation Conditions,Failed Synthesis,,,,,,
A029B040C101,COc1ccc2c3ccccc3n(-c3ccc(-c4ncccc4-c4sc(-c5cccnc5-c5ccc(-n6c7ccccc7c7ccc(OC)cc76)cc5)c(C(=O)O)c4C(=O)O)cc3)c2c1,Second-Generation Conditions,Poor Emission,300.1890812457546,,,,,
A014B068C118,COc1ncc(-c2sc3ccccc3c2-c2ccc(N(C)C)cc2)cc1-c1sc2ccccc2c1-c1ccc(N(C)C)cc1,Second-Generation Conditions,Full Characterization,300.1890812457546,540.3493717731172,0.2612396621794217,2.151088250139758,,4.447759406110458e-17
A018B032C064,Cc1ccc(N(c2ccc(C)cc2)c2ccc(-c3cccc(-c4ccc(-c5cccc(-c6ccc(N(c7ccc(C)cc7)c7ccc(C)cc7)cc6)c5C)c(CC#N)c4)c3C)cc2)cc1,Second-Generation Conditions,Full Characterization,304.9047641621412,428.9003149816336,0.2524670123326382,2.861858753324875,,2.021059915209968e-17
A003B058C123,COc1ccc(N(c2ccc(OC)cc2)c2ccc(-c3ccc(/C=C/c4cc(C#N)cc(/C=C/c5ccc(-c6ccc(N(c7ccc(OC)cc7)c7ccc(OC)cc7)cc6)cc5)c4)cc3)cc2)cc1,Second-Generation Conditions,Full Characterization,390.8870904087137,611.7698427228879,0.0434271717167025,0.57786799643503,,2.702828073943485e-17
A040B043C116,Cc1cc(-c2ccc(-n3c(-c4ccccc4)nc4ccccc43)cc2)cc(-c2csc(C(=O)O)c2-c2cc(C)cc(-c3ccc(-n4c(-c5ccccc5)nc5ccccc54)cc3)c2)c1,Second-Generation Conditions,Failed Synthesis,,,,,,
A026B031C020,COc1ccc2c3ccc(OC)cc3n(-c3ccc(-c4cc(C)c(-c5cc(OC)c(-c6cc(C)c(-c7ccc(-n8c9cc(OC)ccc9c9ccc(OC)cc98)cc7)cc6C)cc5OC)cc4C)cc3)c2c1,Second-Generation Conditions,Failed Synthesis,,,,,,
A004B038C137,CC(C)(C)OC(=O)N(c1ccccc1)c1ccc(-c2ccccc2-c2cc(-c3ccccc3-c3ccc(N(C(=O)OC(C)(C)C)c4ccccc4)cc3)c(F)c(F)c2O)cc1,Second-Generation Conditions,Poor Yield,,,,,,
A037B042C020,COc1cc(-c2cc(-c3cccc(-n4c5ccccc5c5ccccc54)c3)ccc2C#N)c(OC)cc1-c1cc(-c2cccc(-n3c4ccccc4c4ccccc43)c2)ccc1C#N,Second-Generation Conditions,Poor Yield,,,,,,
A014B031C003,Cc1cc(-c2cc(C)c(-c3cc(C)c(-c4ccc(N(C)C)cc4)cc3C)cc2C)c(C)cc1-c1ccc(N(C)C)cc1,Second-Generation Conditions,Failed Synthesis,,,,,,
A001B058C098,C(=C/c1ccc(/C=C/c2ccc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)cc2)nc1)\c1ccc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)cc1,Second-Generation Conditions,Failed Synthesis,,,,,,
A008B037C146,c1ccc(-n2c3ccccc3c3cc(-c4ccc(-c5ccc(-c6ccc(-c7ccc(-c8ccc9c(c8)c8ccccc8n9-c8ccccc8)cc7)s6)s5)cc4)ccc32)cc1,Second-Generation Conditions,Full Characterization,300.1890812457546,385.4421431325997,0.2604194180577593,0.9762511117784012,,6.739516560671793e-17
A042B058C021,Cn1ccc2cc(-c3ccc(/C=C/c4ccc(/C=C/c5ccc(-c6ccc7c(ccn7C)c6)cc5)c(C(F)(F)F)c4)cc3)ccc21,Second-Generation Conditions,Full Characterization,377.65736355524007,488.2769537917408,0.8048026530587629,1.4150606725683137,,1.538533776760769e-16
A001B034C038,Cc1cc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)ccc1-c1ccc(-c2ccc(-c3ccc(-c4ccc(-c5ccc(-n6c7ccccc7c7ccccc76)cc5)cc4C)s3)s2)s1,Second-Generation Conditions,Failed Synthesis,,,,,,
A001B037C146,c1ccc2c(c1)c1ccccc1n2-c1ccc(-c2ccc(-c3ccc(-c4ccc(-c5ccc(-c6ccc(-n7c8ccccc8c8ccccc87)cc6)cc5)s4)s3)cc2)cc1,Second-Generation Conditions,Full Characterization,300.1890812457546,405.6479755870943,0.1197572859536414,1.2199213564500004,,1.7957112087589006e-17
A001B056C016,c1ccc2c(c1)c1ccccc1n2-c1ccc(-c2ccc(-c3ccc(-c4ccc(-c5ccc(-c6ccc(-c7ccc(-n8c9ccccc9c9ccccc98)cc7)s6)cc5)cc4)cc3)s2)cc1,Second-Generation Conditions,Failed Synthesis,,,,,,
A001B058C091,COc1cc(/C=C/c2ccc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)cc2)ncc1/C=C/c1ccc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)cc1,Second-Generation Conditions,Full Characterization,303.33316577424466,455.172571993872,0.6208916561074558,1.4079056335616005,,9.730519817647353e-17
A042B058C099,Cn1ccc2cc(-c3ccc(/C=C/c4cc(C(=O)O)c(/C=C/c5ccc(-c6ccc7c(ccn7C)c6)cc5)cc4C(=O)O)cc3)ccc21,Second-Generation Conditions,Full Characterization,304.11900195744096,428.9003149816336,0.5579501367835223,1.3708317498341402,,3.213437161806844e-17
A001B056C017,Cc1cc(-c2ccc(-c3ccc(-c4ccc(-n5c6ccccc6c6ccccc65)cc4)s3)cc2)c(C)cc1-c1ccc(-c2ccc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)s2)cc1,Second-Generation Conditions,Full Characterization,312.75831751005546,395.5513052313373,0.4091316784711005,1.0117402995231246,,9.369103651870413e-17
A001B056C020,COc1cc(-c2ccc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)s2)c(OC)cc1-c1ccc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)s1,Second-Generation Conditions,Failed Synthesis,,,,,,
A001B058C001,C(=C/c1ccc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)cc1)c1ccc(-c2ccc(/C=C/c3ccc(-c4ccc(-n5c6ccccc6c6ccccc65)cc4)cc3)cc2)cc1,Second-Generation Conditions,Full Characterization,345.662469764741,444.3649274137839,0.6380524102428186,1.0584831674342887,,1.533781037600513e-16
A001B058C002,C(=C/c1ccc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)cc1)c1ccc(/C=C/c2ccc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)cc2)cc1,Second-Generation Conditions,Failed Synthesis,,,,,,
A001B056C005,CC1(C)c2cc(-c3ccc(-c4ccc(-n5c6ccccc6c6ccccc65)cc4)s3)ccc2-c2ccc(-c3ccc(-c4ccc(-n5c6ccccc6c6ccccc65)cc4)s3)cc21,Second-Generation Conditions,Failed Synthesis,,,,,,
A023B059C145,COc1ccc2c(c1)N(c1ccc(-c3ccc4oc(-c5ccc(/C=C/c6ccc(-c7cc8cc(-c9ccc(N%10c%11ccccc%11Sc%11ccc(OC)cc%11%10)cc9)ccc8o7)cc6)cc5)cc4c3)cc1)c1ccccc1S2,Second-Generation Conditions,Failed Synthesis,,,,,,
A001B034C146,Cc1cc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)ccc1-c1ccc(-c2ccc(-c3ccc(-c4ccc(-n5c6ccccc6c6ccccc65)cc4)cc3C)s2)s1,Second-Generation Conditions,Failed Synthesis,,,,,,
A034B045C143,c1ccc(-c2ccc(-n3c4ccccc4c4ccc(-c5cncc(-c6ccc(-c7cncc(-c8ccc9c%10ccccc%10n(-c%10ccc(-c%11ccccc%11)cc%10)c9c8)c7)c7nsnc67)c5)cc43)cc2)cc1,Second-Generation Conditions,Failed Synthesis,,,,,,
A001B037C011,c1ccc2c(c1)c1ccccc1n2-c1ccc(-c2ccc(-c3cc4sc(-c5ccc(-c6ccc(-n7c8ccccc8c8ccccc87)cc6)cc5)cc4s3)cc2)cc1,Second-Generation Conditions,Failed Synthesis,,,,,,
A022B059C011,FC(F)(F)c1ccc2c(c1)N(c1ccc(-c3ccc4oc(-c5cc6sc(-c7cc8cc(-c9ccc(N%10c%11ccccc%11Sc%11ccc(C(F)(F)F)cc%11%10)cc9)ccc8o7)cc6s5)cc4c3)cc1)c1ccccc1S2,Second-Generation Conditions,Failed Synthesis,,,,,,
A001B042C027,N#Cc1ccc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)cc1-c1sc(-c2cc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)ccc2C#N)c2c1OCCO2,Second-Generation Conditions,Failed Synthesis,,,,,,
A042B058C096,Cn1ccc2cc(-c3ccc(/C=C/c4cc(C(=O)O)c(/C=C/c5ccc(-c6ccc7c(ccn7C)c6)cc5)cn4)cc3)ccc21,Second-Generation Conditions,Full Characterization,300.1890812457546,472.12675983269537,0.151398556134598,1.2773821745203866,,2.4683327685939362e-17
A001B058C100,C(=C/c1cnc(/C=C/c2ccc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)cc2)s1)\c1ccc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)cc1,Second-Generation Conditions,Full Characterization,301.7612714702151,445.13738224084034,0.6420219117042443,1.1035373374742496,,1.296322707348289e-16
A008B044C011,c1ccc(-n2c3ccccc3c3cc(-c4ccc(-c5cc6sc(-c7ccc(-c8ccc9c(c8)c8ccccc8n9-c8ccccc8)nc7)cc6s5)cn4)ccc32)cc1,Second-Generation Conditions,Failed Synthesis,,,,,,
A008B058C018,Fc1cc(/C=C/c2ccc(-c3ccc4c(c3)c3ccccc3n4-c3ccccc3)cc2)ccc1/C=C/c1ccc(-c2ccc3c(c2)c2ccccc2n3-c2ccccc2)cc1,Second-Generation Conditions,Poor Yield,,,,,,
A008B058C002,C(=C/c1ccc(-c2ccc3c(c2)c2ccccc2n3-c2ccccc2)cc1)\c1ccc(/C=C/c2ccc(-c3ccc4c(c3)c3ccccc3n4-c3ccccc3)cc2)cc1,Second-Generation Conditions,Full Characterization,300.1890812457546,463.6541349491737,0.8238434018640343,1.1037501124385836,,2.03203072730188e-16
A001B058C029,Cc1cc(/C=C/c2ccc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)cc2)ccc1/C=C/c1ccc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)cc1,Second-Generation Conditions,Full Characterization,376.87847900239353,454.4010775812333,0.8570846949860675,0.995624907100824,,2.6689463416040177e-16
A004B056C097,CC(C)(C)OC(=O)N(c1ccccc1)c1ccc(-c2ccc(-c3cnc(-c4ccc(-c5ccc(N(C(=O)OC(C)(C)C)c6ccccc6)cc5)s4)cn3)s2)cc1,Second-Generation Conditions,Failed Synthesis,,,,,,
A042B058C030,Cn1ccc2cc(-c3ccc(/C=C/c4ccc(/C=C/c5ccc(-c6ccc7c(ccn7C)c6)cc5)c(C(=O)O)c4)cc3)ccc21,Second-Generation Conditions,Full Characterization,300.1890812457546,482.8971747584269,0.4395785011514564,1.345229288177491,,8.263829042173252e-17
A001B058C090,COc1cc(/C=C/c2ccc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)cc2)c(F)cc1/C=C/c1ccc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)cc1,Second-Generation Conditions,Failed Synthesis,,,,,,
A008B058C128,Cc1nc(/C=C/c2ccc(-c3ccc4c(c3)c3ccccc3n4-c3ccccc3)cc2)ccc1/C=C/c1ccc(-c2ccc3c(c2)c2ccccc2n3-c2ccccc2)cc1,Second-Generation Conditions,Poor Yield,,,,,,
A038B058C003,Cc1cc(/C=C/c2ccc(-c3ccc4c5ccccc5n(-c5ccccc5)c4c3)cc2)c(C)cc1/C=C/c1ccc(-c2ccc3c4ccccc4n(-c4ccccc4)c3c2)cc1,Second-Generation Conditions,Full Characterization,379.214910877484,468.2766746835837,0.931862312771352,0.963100755794626,,3.2176411343129223e-16
A034B058C003,Cc1cc(/C=C/c2ccc(-c3ccc4c5ccccc5n(-c5ccc(-c6ccccc6)cc5)c4c3)cc2)c(C)cc1/C=C/c1ccc(-c2ccc3c4ccccc4n(-c4ccc(-c5ccccc5)cc4)c3c2)cc1,Second-Generation Conditions,Poor Yield,,,,,,
A021B059C145,C(=C/c1ccc(-c2cc3cc(-c4ccc(N5c6ccccc6Sc6ccccc65)cc4)ccc3o2)cc1)c1ccc(-c2cc3cc(-c4ccc(N5c6ccccc6Sc6ccccc65)cc4)ccc3o2)cc1,Second-Generation Conditions,Poor Emission,300.1890812457546,,,,,
A001B058C003,Cc1cc(/C=C/c2ccc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)cc2)c(C)cc1C=Cc1ccc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)cc1,Second-Generation Conditions,Failed Synthesis,,,,,,
A021B037C124,OCc1cc(-c2ccc(-c3ccc(N4c5ccccc5Sc5ccccc54)cc3)cc2)cc(-c2ccc(-c3ccc(N4c5ccccc5Sc5ccccc54)cc3)cc2)c1,Second-Generation Conditions,Failed Synthesis,,,,,,
A008B056C001,c1ccc(-n2c3ccccc3c3cc(-c4ccc(-c5ccc(-c6ccc(-c7ccc(-c8ccc9c(c8)c8ccccc8n9-c8ccccc8)s7)cc6)cc5)s4)ccc32)cc1,Second-Generation Conditions,Failed Synthesis,,,,,,
A001B056C025,c1ccc2c(c1)c1ccccc1n2-c1ccc(-c2ccc(-c3ccc(-c4ccc(-c5ccc(-n6c7ccccc7c7ccccc76)cc5)s4)s3)s2)cc1,Second-Generation Conditions,Failed Synthesis,,,,,,
A001B056C145,C(=C/c1ccc(-c2ccc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)s2)cc1)\c1ccc(-c2ccc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)s2)cc1,Second-Generation Conditions,Failed Synthesis,,,,,,
A001B056C101,O=C(O)c1c(-c2ccc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)s2)sc(-c2ccc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)s2)c1C(=O)O,Second-Generation Conditions,Failed Synthesis,,,,,,
A001B056C159,COC(=O)c1cc(-c2ccc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)s2)cnc1-c1ccc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)s1,Second-Generation Conditions,Failed Synthesis,,,,,,
A001B058C018,Fc1cc(/C=C/c2ccc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)cc2)ccc1/C=C/c1ccc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)cc1,Second-Generation Conditions,Failed Synthesis,,,,,,
A001B058C028,Fc1cc(/C=C/c2ccc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)cc2)c(F)cc1C=Cc1ccc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)cc1,Second-Generation Conditions,Failed Synthesis,,,,,,
A001B058C021,FC(F)(F)c1cc(/C=C/c2ccc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)cc2)ccc1/C=C/c1ccc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)cc1,Second-Generation Conditions,Failed Synthesis,,,,,,
A001B056C042,Oc1cc(-c2ccc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)s2)c(O)cc1-c1ccc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)s1,Second-Generation Conditions,Failed Synthesis,,,,,,
A001B058C030,O=C(O)c1cc(/C=C/c2ccc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)cc2)ccc1/C=C/c1ccc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)cc1,Second-Generation Conditions,Full Characterization,301.7612714702151,462.8834531239729,0.7023414565668307,1.365231219553655,,1.2873525702875282e-16
A001B058C092,Cc1cc(/C=C/c2ccc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)cc2)ncc1/C=C/c1ccc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)cc1,Second-Generation Conditions,Full Characterization,372.2036191673243,457.48661198830814,0.788561986755406,1.2919481168138778,,1.527236895913199e-16
A001B064C055,Cc1c(-c2ccc(-c3ccc(-c4ccc(-n5c6ccccc6c6ccccc65)cc4)s3)s2)ccc(-c2ccc(-c3ccc(-c4ccc(-n5c6ccccc6c6ccccc65)cc4)s3)s2)c1C,Second-Generation Conditions,Failed Synthesis,,,,,,
A001B064C057,CCc1cc(-c2ccc(-c3ccc(-c4ccc(-n5c6ccccc6c6ccccc65)cc4)s3)s2)c(CC)cc1-c1ccc(-c2ccc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)s2)s1,Second-Generation Conditions,Full Characterization,300.1890812457546,428.9003149816336,0.1407822674030992,0.5024621701211579,,7.317122692366896e-17
A001B064C058,CCCCCCc1cc(-c2ccc(-c3ccc(-c4ccc(-n5c6ccccc6c6ccccc65)cc4)s3)s2)c(CCCCCC)cc1-c1ccc(-c2ccc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)s2)s1,Second-Generation Conditions,Poor Yield,,,,,,
A002B064C128,Cc1nc(-c2ccc(-c3ccc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)s3)s2)ccc1-c1ccc(-c2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)s2)s1,Second-Generation Conditions,Failed Synthesis,,,,,,
A001B001C014,Fc1c(F)c(C=Cc2ccc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)cc2)c(F)c(C=Cc2ccc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)cc2)c1F,First-Generation Conditions,Full Characterization,306.4760666382026,442.0471196397086,0.1805635350527999,1.206269762701322,,3.0166013866138927e-17
A001B001C015,Nc1cc(/C=C/c2ccc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)cc2)ccc1-c1ccc(/C=C/c2ccc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)cc2)cc1N,First-Generation Conditions,Full Characterization,355.8206493301789,444.3649274137839,0.6189839578334863,1.2521549525463758,,9.724391879312531e-17
A001B001C016,C(=C/c1ccc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)cc1)\c1ccc(-c2ccc(-c3ccc(/C=C/c4ccc(-c5ccc(-n6c7ccccc7c7ccccc76)cc5)cc4)cc3)cc2)cc1,First-Generation Conditions,Full Characterization,308.0470732067268,442.0471196397086,0.1258189703587191,1.4115882836529687,,1.504440314037261e-17
A004B037C016,CC(C)(C)OC(=O)N(c1ccccc1)c1ccc(-c2ccc(-c3ccc(-c4ccc(-c5ccc(-c6ccc(-c7ccc(N(C(=O)OC(C)(C)C)c8ccccc8)cc7)cc6)cc5)cc4)cc3)cc2)cc1,Second-Generation Conditions,Failed Synthesis,,,,,,
A004B037C001,CC(C)(C)OC(=O)N(c1ccccc1)c1ccc(-c2ccc(-c3ccc(-c4ccc(-c5ccc(-c6ccc(N(C(=O)OC(C)(C)C)c7ccccc7)cc6)cc5)cc4)cc3)cc2)cc1,Second-Generation Conditions,Poor Yield,,,,,,
A004B042C048,CC(C)(C)OC(=O)N(c1ccccc1)c1ccc(-c2ccc(C#N)c(-c3ccc(S(C)(=O)=O)cc3-c3cc(-c4ccc(N(C(=O)OC(C)(C)C)c5ccccc5)cc4)ccc3C#N)c2)cc1,Second-Generation Conditions,Failed Synthesis,,,,,,
A004B044C001,CC(C)(C)OC(=O)N(c1ccccc1)c1ccc(-c2ccc(-c3ccc(-c4ccc(-c5ccc(-c6ccc(N(C(=O)OC(C)(C)C)c7ccccc7)cc6)nc5)cc4)cc3)cn2)cc1,Second-Generation Conditions,Full Characterization,314.32814049141007,406.4241251619106,0.5371145925673183,0.9774712027476244,,9.788849946764916e-17
A004B044C146,CC(C)(C)OC(=O)N(c1ccccc1)c1ccc(-c2ccc(-c3ccc(-c4ccc(-c5ccc(-c6ccc(N(C(=O)OC(C)(C)C)c7ccccc7)cc6)nc5)s4)s3)cn2)cc1,Second-Generation Conditions,Failed Synthesis,,,,,,
A004B056C033,CC(C)(C)OC(=O)N(c1ccccc1)c1ccc(-c2ccc(-c3cnc(-c4ccc(-c5ccc(N(C(=O)OC(C)(C)C)c6ccccc6)cc5)s4)nc3)s2)cc1,Second-Generation Conditions,Full Characterization,300.1890812457546,385.4421431325997,0.040731052744713,1.487076300942805,,7.095121991230001e-18
A008B056C005,CC1(C)c2cc(-c3ccc(-c4ccc5c(c4)c4ccccc4n5-c4ccccc4)s3)ccc2-c2ccc(-c3ccc(-c4ccc5c(c4)c4ccccc4n5-c4ccccc4)s3)cc21,Second-Generation Conditions,Failed Synthesis,,,,,,
A008B056C033,c1ccc(-n2c3ccccc3c3cc(-c4ccc(-c5cnc(-c6ccc(-c7ccc8c(c7)c7ccccc7n8-c7ccccc7)s6)nc5)s4)ccc32)cc1,Second-Generation Conditions,Failed Synthesis,,,,,,
